collection_id,show_name,publisher,window_months,n_episodes,total_hours,median_ep_minutes,feed_truncated
78911087,Face the Nation with Margaret Brennan,CBS News,24,139,94.81,46.0,False
1485021241,The Reason Interview With Nick Gillespie,The Reason Interview With Nick Gillespie,24,100,95.97,58.1,True
1493858530,Hood Politics with Prop,Cool Zone Media and iHeartPodcasts,24,168,97.1,40.2,False
474763182,The Globalist,Monocle,24,100,98.46,58.9,True
1482179882,The Mona Charen Show,The Bulwark,24,104,98.73,57.0,False
1351411911,The TPM Show with Josh and Kate,Talking Points Memo,24,101,98.78,60.1,False
1050430296,The New Yorker Radio Hour,WNYC Studios and The New Yorker,24,212,100.35,26.9,False
1679657705,Main Justice,"MS NOW, Andrew Weissmann, Mary McCord",24,124,101.67,53.0,False
268213039,The Political Scene | The New Yorker,The New Yorker,24,150,101.71,41.5,True
1709994511,UNGOVERNED,Shawn Farash,24,100,102.05,58.8,True
1314368109,The 11th Hour with Ali Velshi,"MS NOW, Ali Velshi",24,147,102.26,42.4,False
1467993804,What the Hell Is Going On,AEI Podcasts,24,116,104.3,54.8,False
1467297559,Hacks On Tap,Vox Media,24,103,107.98,63.6,False
1535255041,Unf*cking The Republic,UNFTR Media,24,143,111.36,34.2,False
1788891712,It's A Numbers Game with Ryan Girdusky,iHeartPodcasts,24,181,113.16,37.8,True
1155629323,The Reason Roundtable,The Reason Roundtable,24,100,113.21,67.3,True
1517313007,The Hugh Hewitt Show: Highly Concentrated,Salem Podcast Network,24,100,115.72,70.0,True
1871628261,The Harry Sisson Show,Harry Sisson,24,682,118.98,9.7,False
1551206847,#SistersInLaw,Politicon,24,130,119.59,59.8,False
1515399733,No Lie with Brian Tyler Cohen,Brian Tyler Cohen,24,136,121.02,54.3,False
1660317917,Defending Democracy with Marc Elias,Democracy Docket,24,187,121.08,38.5,False
158004641,Political Gabfest,Slate Podcasts,24,128,121.38,60.6,False
956270301,Rational Security,The Lawfare Institute,24,95,121.65,76.5,False
1671451793,Maiden Mother Matriarch with Louise Perry,Louise Perry,24,165,123.35,49.5,False
1317481380,UnJustified,MSW Media,24,119,126.89,63.6,False
1484862164,Politics War Room with James Carville & Al Hunt,Politicon,24,121,127.39,65.5,False
1612691018,THE WEEKEND SHOW,Evergreen Podcasts,24,105,127.85,71.5,False
1805186512,Going Rogue with Lara Logan,Lara Logan,24,88,130.02,86.0,True
73330715,On the Media,WNYC Studios,24,208,131.03,49.6,False
1551582052,The Lincoln Project,The Lincoln Project,24,241,131.05,32.6,False
506779862,Lectures in History,C-SPAN,24,111,132.19,69.4,False
1809246826,The Keith Edwards Show,Keith Edwards,24,750,132.98,9.8,True
1640311112,The Necessary Conversation,The Necessary Conversation,24,139,135.47,62.3,False
545045867,Scott Horton Show - Just the Interviews,Scott Horton,24,171,135.6,42.0,False
1730358737,Letters from an American,Heather Cox Richardson,24,683,135.67,11.9,False
1309354521,Majority 54,Majority 54,24,125,137.45,66.7,False
1169056746,The Playbook Podcast,POLITICO,24,529,137.64,13.2,False
1587492577,The Mel K Show,Mel K,24,100,140.01,95.2,True
1647085571,The Next Level,The Bulwark,24,162,140.09,57.2,False
1810218232,Next Up with Mark Halperin,MK Media,24,123,141.55,70.3,True
1549624070,Amarica's Constitution,Akhil Reed Amar,24,101,142.84,84.4,False
1743030473,The Rest Is Politics: US,Goalhanger,24,211,146.77,43.4,True
1439837349,The Political Orphanage,Andrew Heaton,24,133,147.88,67.4,False
1774505095,Raging Moderates with Scott Galloway and Jessica Tarlov,Vox Media Podcast Network,24,203,151.37,43.2,True
1476110521,Useful Idiots with Katie Halper and Aaron Maté,"Useful Idiots, LLC",24,152,151.48,60.0,False
1549272440,The Daily Punch,Punchbowl News,24,645,151.84,13.0,False
1265845136,Stay Tuned with Preet,Preet Bharara,24,230,155.68,36.1,False
1452065072,Newt's World,Gingrich 360,24,285,158.48,32.4,False
1138657182,Liberty Lockdown,Clint Russell,24,159,160.17,52.9,False
1057255460,The NPR Politics Podcast,NPR,24,535,161.23,17.1,False
1043245989,The Dig,Daniel Denvir,24,85,164.29,117.7,False
1314170606,All In with Chris Hayes,"MS NOW, Chris Hayes",24,232,165.67,42.1,True
1200016351,Pod Save the World,Pod Save the World,24,116,166.12,91.0,False
1456045551,Talking Feds,Harry Litman,24,212,173.16,54.1,False
1471411980,American Thought Leaders,The Epoch Times,24,200,173.76,51.7,True
1474001390,TRUE ANON TRUTH FEED,TrueAnon,24,158,175.23,84.8,False
1635418897,The Chris Cuomo Project,Chris Cuomo,24,226,179.21,45.9,False
1548554104,Volts,David Roberts,24,170,181.4,65.0,False
1728152109,THE DAILY BLAST with Greg Sargent,Greg Sargent,24,472,187.46,23.5,True
1587936366,The Inside Story Podcast,Al Jazeera,24,500,204.57,24.7,True
1536169792,Talkin‘ Politics & Religion Without Killin‘ Each Other,"Scan Media, LLC",24,213,207.97,65.5,False
716825890,The Tom Woods Show,Tom Woods,24,261,211.62,47.6,False
1854256395,America First with Nicholas J. Fuentes Repost,WANGHAF,24,100,215.56,127.7,True
1721813926,Bad Hasbara - The World's Most Moral Podcast,Matt Lieb,24,162,215.78,98.0,True
1633301179,Countdown with Keith Olbermann,iHeartPodcasts,24,244,216.92,54.4,False
1714009198,Mea Culpa,Michael Cohen,24,187,224.59,72.4,False
1681586867,The Warning with Steve Schmidt,iHeartPodcasts,24,699,225.17,10.0,False
1289062927,ChinaTalk,Jordan Schneider,24,198,225.36,67.4,False
1692806415,The Briefing with Jen Psaki,"MS NOW, Jen Psaki",24,319,225.53,41.6,False
1795032531,The Jim Acosta Show,Jim Acosta,24,261,229.84,55.9,True
1636762428,Dad Saves America,John Papola,24,122,229.91,113.6,False
75462585,NBC Nightly News with Tom Llamas,NBC News,24,705,229.99,20.3,False
1785081636,The Mary Trump Podcast,Mary Trump Media,24,749,231.97,16.5,True
1490993194,Advisory Opinions,The Dispatch,24,206,232.82,67.2,False
1794450472,Bulwark Takes,The Bulwark,24,500,236.07,23.3,True
1647025876,Wendy Bell Radio Podcast,Wendy Bell,24,387,244.68,38.0,True
1751785203,Brad vs Everyone,iHeartPodcasts,24,476,247.0,29.9,True
1579061364,Head in the Office,HITO Media LLC,24,170,250.51,87.3,False
1485186805,Timothy Gordon Rules for Retrogrades Podcast,Timothy Gordon,24,198,263.38,75.2,False
1529346075,Impolitic with John Heilemann,Audacy | Puck,24,224,264.61,71.3,False
1634341981,Antiwar News With Dave DeCamp,Dave DeCamp,24,499,264.61,31.9,False
1674095262,The Wright Report,Bryan Dean Wright,24,522,264.65,30.8,False
1441649707,Straight White American Jesus,Bradley Onishi + Daniel Miller,24,384,286.27,41.2,False
1356662668,Politically Georgia,The Atlanta Journal-Constitution,24,447,295.39,34.1,False
1147092464,Opening Arguments,Opening Arguments Media LLC,24,305,300.83,55.9,False
1820648828,The Joy Reid Show,Joy-Ann Reid,24,178,308.07,121.9,True
983782306,Federalist Radio Hour,Radio America,24,366,309.45,46.7,False
1570380458,The Victor Davis Hanson Show,Victor Davis Hanson and Jack Fowler,24,263,316.64,73.2,False
1645614328,Fast Politics with Molly Jong-Fast,iHeartPodcasts,24,406,319.59,47.1,False
1568505052,MOATS with George Galloway,Molucca Media Ltd,24,210,331.2,95.2,False
1218054701,Rev Left Radio,Revolutionary Left Radio,24,200,333.68,99.8,False
1367201919,Deadline: White House,"Nicolle Wallace, MS NOW",24,462,343.18,42.4,False
380996798,"The Bob Cesca Show | Politics Podcast, News & Commentary",Bob Cesca,24,305,343.78,67.5,False
1573813504,The Smerconish Podcast,SiriusXM,24,1001,345.14,19.2,False
1538788132,Tangle,Isaac Saul,24,596,345.17,29.7,False
1364113251,The Beat with Ari Melber,"Ari Melber, MS NOW",24,504,346.84,41.4,False
1506127536,Making the Argument with Nick Freitas,Nick Freitas,24,290,359.37,70.1,True
1790957194,The 47 Morning Update with Ben Ferguson,Premiere Networks,24,884,366.85,20.0,False
1535384390,Ruthless Podcast,"Josh Holmes, Comfortably Smug, Michael Duncan and John Ashbrook",24,273,368.74,80.3,False
1317356120,The Peter McCormack Show,Peter McCormack,24,224,370.51,97.8,False
1592116227,The Breitbart News Daily Podcast,SiriusXM,24,452,370.64,49.1,False
1648125917,Stay Free with Russell Brand,Stay Free with Russell Brand,24,333,373.73,63.6,False
1750591415,Candace,Candace Owens,24,377,375.11,56.8,True
1291144720,The Remnant with Jonah Goldberg,The Dispatch,24,313,379.02,74.6,False
1696974077,The Source with Kaitlan Collins,CNN Podcasts,24,490,384.54,46.4,False
1192761536,Pod Save America,Pod Save America,24,305,389.05,76.0,False
1509826894,RealClearPolitics Podcast,"RealClearPolitics, Carl Cannon, Tom Bevan",24,505,393.81,45.1,True
1669610956,System Update with Glenn Greenwald,Rumble,24,319,398.57,78.6,False
791564318,Jacobin Radio,Jacobin,24,343,400.72,53.9,False
1495601614,Verdict with Ted Cruz,Premiere Networks,24,698,412.84,34.3,False
1617887885,The President's Daily Brief,The First TV,24,1156,427.64,19.6,False
1060110806,The Nation Podcasts,The Nation Magazine,24,552,448.27,47.0,False
1865794721,Real Baron Podcast,Baron Coleman,24,143,459.93,202.2,True
1432118523,The Damage Report with John Iadarola,TYT Network,24,502,460.52,55.2,False
1447684472,The Bulwark Podcast,The Bulwark,24,500,466.81,54.7,True
929121341,Louder with Crowder,Louder with Crowder,24,396,467.0,63.8,False
1594728054,The Great America Show,Fawcett Strategies,24,956,480.08,33.6,False
1507444393,X22 Report,X22 Report,24,328,490.21,93.3,True
1303660358,The Fox News Rundown,FOX News Podcasts,24,1200,504.86,24.5,True
1495251160,John Solomon Reports,John Solomon,24,719,511.76,41.6,False
1585243541,Human Events Daily with Jack Posobiec,Human Events with Jack Posobiec,24,616,514.13,48.2,False
1714879044,The Tony Kinnett Cast,The Daily Signal,24,474,538.27,68.5,True
1843478428,Owen Report,Owen Shroyer,24,174,544.92,184.9,True
1607829807,Mark Kaye Saves The Republic,Kayetriot Media,24,488,559.63,69.8,True
124960485,"Best of the Left - Leftist Perspectives on Progressive Politics, News, Culture, Economics and Democracy","Best of the Left: Perspectives on Politics, Culture, and Economics",24,271,587.31,150.9,False
1362265400,Timcast News,Timcast Media,24,409,591.02,82.2,False
402050558,The David Pakman Show,David Pakman,24,543,591.07,66.5,False
1093260018,Slate News,Slate Podcasts,24,1101,617.39,27.1,False
1576614213,American Conservative University,American Conservative University,24,800,624.88,39.1,True
1822142909,Glenn Diesen - Greater Eurasia Podcast,Glenn Diesen,24,820,627.89,46.4,True
1880163995,The Kyle Kulinski Show,Kyle Kulinski,24,437,661.79,90.7,False
597919007,The Young Turks,TYT Network,24,517,726.55,65.1,False
1800671132,Destiny,Destiny,24,511,737.4,70.1,True
1654162813,The Kyle Seraphin Show,Kyle Seraphin,24,510,748.78,79.3,False
1386375601,The Ben Ferguson Podcast,iHeartPodcasts,24,1625,754.06,30.1,False
1584730781,The Benny Show,Benny Johnson,24,406,769.56,107.9,False
1722246285,The Breakdown,Alberto fo sho,24,958,772.96,44.6,True
1456850698,The Graham Allen Show,Graham Allen,24,681,799.37,66.5,False
1570045623,Breaking Points with Krystal and Saagar,iHeartPodcasts,24,781,859.61,60.8,False
73329719,KQED's Forum,KQED,24,1029,947.47,55.7,False
73331636,The Brian Lehrer Show,WNYC,24,2000,1007.28,26.6,True
1072469956,Fox Across America w/ Jimmy Failla,FOX News Podcasts,24,885,1162.08,122.7,False
219258773,Brian Kilmeade Show,FOX News Podcasts,24,1081,1234.68,42.2,False
1510240831,The MeidasTouch Podcast,MeidasTouch Network,24,3020,1316.89,20.9,False
1253076699,The Michael Berry Show,KTRH (KTRH-AM),24,2754,1458.17,32.7,True
354628391,Renegade Talk Radio,Renegade Talk Radio,24,2014,2874.83,94.0,False
1485351658,Bannon`s War Room,WarRoom.org,24,2223,3099.36,82.6,False
1263295815,The Pete Quiñones Show,Peter R Quiñones,24,1000,4186.69,215.5,True
