show_id,episode_id,youknow,lets,VIMP_ACT,VIMP_COMM,VIMP_MENTAL,VIMP_CAUSE,VIMP_OCCUR,VIMP_EXIST,VIMP_ASPECT,VIMP_DOAUX,VIMP_NONE,words
1043245989,293456ad15eecc30,179,1,9,1,2,2,0,0,1,2,3,16698
1043245989,29a7c4903be598b2,99,3,3,6,0,3,0,0,0,0,5,12825
1043245989,29d356ee85641fa1,154,13,9,2,5,13,0,2,0,0,7,23432
1043245989,2a4b151bc0f9ff36,32,2,9,0,0,2,0,0,0,1,11,9862
1043245989,2ae638fde6067468,72,11,7,3,1,12,0,0,0,1,11,16448
1043245989,2b21102d4fea633b,45,3,2,0,1,3,0,0,0,0,3,10939
1043245989,2c023ccb96c80ab7,61,26,3,2,1,26,0,0,0,2,4,18633
1043245989,2c12fd659950a6df,174,7,8,0,4,9,0,0,1,2,6,18371
1043245989,2cabeee0e7082eaa,56,4,4,7,0,4,0,0,0,0,3,14155
1043245989,2cc28d301a895118,34,1,7,1,1,1,0,0,1,0,2,17997
1043245989,2cedce8f4cd7bd65,224,0,2,2,1,0,0,0,0,0,3,11948
1043245989,2d1a44dd05bd03b4,58,14,6,1,3,14,2,0,0,0,8,11791
1043245989,2d323eca6d8b60df,55,4,4,1,1,4,1,0,0,0,8,10587
1043245989,2d6e848901153803,40,2,5,0,0,2,1,0,0,0,3,10460
1043245989,2d6f1d25dd3b9d54,40,3,3,0,2,3,1,1,0,0,4,9253
1043245989,2db55431bb0ec6cb,102,6,3,2,2,6,0,0,0,0,3,7428
1043245989,2def9d39d2c36411,51,1,0,1,1,1,0,0,0,0,6,5507
1043245989,2e95c3758153fdd2,107,7,7,1,1,7,0,0,1,0,3,18124
1043245989,2f0a9f027ae2d4e5,177,1,6,0,0,2,0,0,0,0,3,23755
1043245989,2f8a52e33e03a2dd,34,5,8,0,0,5,0,1,0,0,3,18668
1043245989,2fb1c9d5f3f388af,178,1,6,3,1,1,0,1,0,0,4,12917
1043245989,2fd42fbaf7c264b9,46,1,4,1,1,2,0,0,1,0,5,11213
1043245989,301113ba5d399486,71,1,1,1,0,1,0,0,0,0,1,8082
1043245989,30399d90089fa25b,45,0,5,1,0,0,0,0,0,0,0,7932
1043245989,30b4d021a44ac69c,88,7,6,1,3,7,0,0,3,0,5,16475
1043245989,30ed0c0d1019ab9d,39,9,4,6,3,9,0,0,0,0,7,14210
1043245989,31053dd393dd86be,8,1,2,1,1,1,0,0,0,0,5,4346
1043245989,314aa6205f8c99f0,75,14,5,1,1,14,0,0,0,0,1,20643
1043245989,318f35b4b5ae9f2c,49,5,3,1,0,5,0,0,0,1,2,8546
1043245989,31d3d9783ec06ea0,97,5,4,2,0,5,0,0,0,0,5,12217
1043245989,326633bc5a26936b,91,14,6,0,1,14,0,0,0,0,3,22475
1043245989,328328582e06136b,38,0,4,3,0,1,0,0,1,1,2,12382
1043245989,352dc00dacdad85e,9,2,3,2,1,2,0,0,0,0,6,9109
1043245989,36e69fa09d4bca75,47,4,6,1,0,4,0,0,0,0,11,12183
1043245989,3880f80498f5e5b3,30,2,2,7,0,2,0,0,0,0,5,14413
1043245989,38a1edf96451fce4,95,3,4,0,0,3,0,0,0,0,8,17090
1043245989,395cd9a780401492,107,2,3,5,2,2,0,0,0,0,3,15165
1043245989,39ed0bca344b862d,22,1,3,0,0,1,0,0,0,1,2,5107
1043245989,3a380e14340fccca,93,16,8,0,2,16,0,0,0,2,9,20676
1043245989,3b6c719aec24d3f7,83,6,11,2,2,6,0,0,1,0,9,18153
1043245989,3d8366319fea3e98,1,0,3,1,0,0,0,1,0,0,4,4063
1043245989,3e29bc68356afd5a,109,9,4,1,0,9,0,0,0,0,10,19871
1043245989,3ea754229af01bd1,37,12,5,0,0,12,1,0,0,0,5,19485
1043245989,3f3b2c8dd904efe9,33,2,4,1,1,2,0,1,1,0,7,14773
1043245989,3fb7d1d7e3bee600,133,8,3,1,2,8,0,0,0,0,3,7368
1043245989,3fba749180a5eb3f,80,6,3,1,3,6,0,0,0,0,3,18527
1043245989,3ff888afb6bd8c5b,77,14,6,0,1,14,1,0,0,0,3,19572
1043245989,409b003abd26bbea,41,9,7,1,1,9,0,0,0,0,5,19642
1043245989,40b59b1338571c9b,23,2,3,0,0,3,0,0,0,1,1,8313
1043245989,40f298fe4668af2c,49,9,5,0,4,9,0,1,0,0,6,17398
1043245989,42984e5fc1281a4f,34,4,4,0,0,4,0,0,0,4,7,13204
1043245989,42a78caae807eff8,89,1,1,0,1,1,0,0,0,0,1,7899
1043245989,42e8a6a8e94625b7,13,3,6,1,0,3,0,1,0,0,3,3772
1043245989,432ad832311cc95b,4,2,3,1,1,2,0,0,0,0,2,17293
1043245989,434118885bfd6454,5,4,7,0,1,4,0,0,0,0,5,18370
1043245989,444777fe85b839bf,126,3,6,0,1,3,0,0,1,0,8,19568
1043245989,4655f81a88bb1208,97,1,5,0,2,1,0,0,0,0,6,15649
1043245989,477829d7949e782c,0,2,4,3,0,2,0,0,1,0,1,9571
1043245989,47b05df7c1619f71,65,1,5,0,1,2,0,0,0,0,3,16051
1043245989,47b0f400a8baacb5,23,6,5,1,2,6,0,0,0,1,10,22784
1043245989,47c904d05b497a62,8,8,6,1,0,8,0,0,0,1,2,9874
1043245989,47cc755757a3858d,70,8,4,1,0,8,1,0,0,0,6,16778
1043245989,47ce2d350a3179c2,61,7,3,0,0,7,0,0,0,0,7,18359
1043245989,4849251fbaa3a938,83,4,6,2,2,4,0,0,1,0,1,14064
1043245989,485e37dad9a0b516,72,2,2,2,0,3,0,0,0,1,2,12268
1043245989,48950bc2d94bec31,3,9,15,1,4,9,1,0,1,4,11,13859
1043245989,4967a75f5292de0b,170,4,0,1,1,4,0,0,0,1,3,9361
1043245989,4aad828af92c0d58,45,7,7,1,0,8,0,0,0,0,5,21613
1043245989,4acd58f1c9490215,461,3,9,1,0,3,0,0,0,0,8,23764
1043245989,4c0d275e87cd28ca,67,4,4,0,1,4,1,0,0,0,5,17040
1043245989,4c2c249cc0d029d2,8,0,3,2,0,0,0,0,0,0,1,5178
1043245989,4cc85ff22e1e0d0c,119,12,8,0,0,12,1,0,0,0,9,22795
1043245989,4d1bd9a75a17cda1,120,1,7,1,0,1,2,1,0,0,12,17176
1043245989,4d5e2edb84a5e7e1,60,2,6,4,0,2,0,2,0,7,13,12575
1043245989,4d9ba23a6d60c538,129,12,12,1,0,12,0,0,1,0,3,15943
1043245989,4dabb3874a7d4ef7,17,7,8,0,4,7,0,0,0,0,4,16820
1043245989,4dfd55d0c79b2855,78,9,7,1,1,9,0,1,0,1,7,17881
1043245989,4e7d466d4f4a1d12,4,14,5,0,1,14,0,0,0,0,6,15605
1043245989,4ed9ac6bdd177e0b,66,9,7,0,0,9,1,1,0,0,6,19537
1043245989,4ee642faae02d3af,140,7,5,0,5,7,2,0,0,0,6,20960
1043245989,4f00c45a20361ec6,369,4,4,1,1,4,0,0,0,0,5,17790
1043245989,4f1ca0fee2abe6e2,331,4,5,4,3,4,0,1,0,2,6,24539
1043245989,4f2aaed0a6325dd4,11,1,3,1,0,1,0,0,0,0,3,10436
1043245989,4fb98344c5563451,55,7,5,5,3,7,0,0,0,1,2,10042
1043245989,4fd06eb14bbaf775,2,1,3,0,2,1,0,0,0,0,6,7518
1043245989,50e34b350e0a7b4b,39,7,5,0,0,7,0,0,0,0,4,11726
1043245989,515225798c79b12b,48,6,9,0,1,6,1,0,1,1,10,16924
1043245989,5166c4341f005cbc,89,1,4,7,1,2,0,0,0,0,3,24953
1043245989,51a7593d6d7d9d2f,249,6,3,0,2,6,1,0,0,0,2,18368
1043245989,51a85d251a6f18f3,12,17,6,1,0,17,0,0,0,0,8,18667
1043245989,5212e7e418ce4a27,116,9,6,1,1,9,0,1,0,1,7,21016
1043245989,5265cc1042e227e2,29,0,6,0,1,0,1,0,0,0,6,9505
1043245989,531b62adf370b015,32,2,5,9,1,2,0,0,0,0,2,14146
1043245989,53cd0af7aa897293,15,6,0,2,0,6,0,0,0,0,3,10602
1043245989,5454aaf91d498acf,80,16,4,4,2,19,0,0,0,2,2,24354
1043245989,54dc6fd86a341666,152,0,2,2,0,0,0,0,0,0,5,8268
1043245989,54ede771ae24305e,28,4,2,1,0,4,0,0,0,0,2,6320
1043245989,553ba82c5ecf1f10,76,6,8,0,1,7,0,1,0,0,4,11881
1043245989,5580fda2213da6af,6,0,4,1,0,0,0,0,2,3,4,3777
1043245989,55ce7bb024e3218c,41,2,4,0,1,2,0,0,0,0,6,12265
1043245989,55e0fa4ff6fd9d91,15,2,2,1,0,2,0,0,0,0,1,6976
1043245989,566075c71d67261d,42,4,9,0,2,4,0,1,0,0,6,20216
1043245989,567ac5d1caecf9f6,469,5,6,2,3,5,1,1,1,0,8,22992
1043245989,56aa9806d08388b2,150,4,4,0,1,4,0,0,1,0,9,16702
1043245989,57fe0469e86446ce,272,7,5,2,0,7,1,0,2,1,4,21904
1043245989,584704b4012075c8,40,0,6,0,4,0,0,0,0,1,10,11777
1043245989,58d82b95ee732c08,115,6,5,1,2,6,0,0,0,1,6,18353
1043245989,58f0d9e6726ca9eb,16,11,5,0,3,11,0,0,0,0,5,15836
1043245989,58fc4802546f1dfd,97,0,5,0,4,0,1,0,0,0,3,19446
1043245989,59f7b5e6acc40963,46,12,8,0,1,12,1,0,0,0,6,11671
1043245989,5a45fbf5a896a498,35,2,5,0,2,2,0,0,0,0,2,10954
1043245989,5c9dec86b9233193,101,4,4,0,1,4,0,0,1,0,6,20353
1043245989,5d18bd0179ee2e82,131,2,6,0,0,2,0,0,1,2,9,25020
1043245989,5d51bdb533394940,89,4,7,4,5,4,0,0,0,0,3,16215
1043245989,5dc34238f1e62cd1,102,5,7,5,1,6,0,1,0,0,4,19146
1043245989,5df365bdab468645,136,8,7,4,1,9,0,0,0,1,9,20326
1043245989,5e137259684b17a7,302,14,5,1,2,14,0,0,0,0,12,21379
1043245989,5e1b20729f8ada17,1,1,5,0,2,1,0,0,0,0,7,15401
1043245989,5ed16e7115d0363d,9,1,6,2,0,1,0,0,0,0,3,5584
1043245989,5eda5179118302af,76,7,3,0,2,7,1,0,1,1,3,12655
1043245989,5f8af4df9d841731,53,1,1,0,1,1,0,0,0,0,0,7003
1043245989,5ff8964d704920d0,75,5,7,3,1,5,0,0,0,1,5,19043
1043245989,604f2c75eb4ffb49,28,11,4,0,0,11,1,0,1,0,4,21939
1043245989,607ddb5110c5629f,61,4,1,0,1,4,0,0,1,0,4,5816
1043245989,618903f3395bf7f2,70,4,4,1,1,4,0,0,0,0,1,10895
1043245989,61fc78a1a0c43a75,165,3,12,0,4,3,0,2,0,0,3,14983
1043245989,624eaf3cb797219b,37,2,8,3,0,2,0,0,0,0,12,25415
1043245989,6263c949a65637cf,15,1,6,0,3,1,0,0,0,0,5,10137
1043245989,63e7cd09126566af,270,0,4,0,0,0,0,0,0,2,8,11822
1043245989,63ef15f0c11b23d0,89,0,1,2,0,0,0,0,0,1,6,8260
1043245989,64b25ce7233670e7,160,5,6,1,1,5,0,0,1,1,12,23296
1043245989,64c0adba5ee56626,173,2,4,0,1,2,0,0,0,0,1,11218
1043245989,655221a7c5b0beee,37,4,2,0,1,4,0,0,1,1,3,6752
1043245989,6560e2ef25aff525,67,1,7,0,2,2,0,0,0,0,5,16281
1043245989,658ab4e7f0accb5d,48,10,5,1,10,13,0,1,0,1,4,11180
1043245989,65afbca19fdfd85a,63,4,3,1,1,4,0,0,1,0,5,18428
1043245989,65c401b018f56999,5,1,3,0,0,1,0,0,0,1,5,4090
1043245989,66e2c23827cd33fd,50,1,3,1,0,1,0,0,0,2,0,5606
1043245989,6730a30bb6b4baca,49,2,5,2,1,2,2,0,0,0,6,15419
1043245989,676924377e931c10,26,2,2,1,0,2,0,0,0,0,3,4595
1043245989,67fb5980f78c3181,88,3,7,0,6,3,1,0,0,0,4,20514
1043245989,68174b67cbd3312e,33,1,8,0,2,1,0,1,0,0,5,15518
1043245989,691683a68d7f9965,95,3,3,1,1,3,0,0,0,0,5,18890
1043245989,69605cf8ae19e5d3,11,5,3,0,2,5,0,0,0,0,4,9888
1043245989,69b6eb7c085d1832,87,10,2,3,7,10,0,0,1,0,5,14167
1043245989,6a7aa116eb364c14,178,3,2,0,2,3,1,0,0,0,5,13984
1043245989,6ac3a4fa3ddb3822,11,2,5,1,5,2,0,0,0,0,8,15632
1043245989,6b6252cac8ec9af4,18,3,7,0,0,3,0,0,0,0,6,12499
1043245989,6bc0e5468a27940c,29,0,6,1,2,0,0,0,0,1,7,6025
1043245989,6c5a962cfa9946d8,94,18,5,2,1,19,0,0,0,0,6,20285
1043245989,6c8a6431699b17cf,55,2,4,0,0,2,0,0,0,0,3,6041
1043245989,6ddb9c8086a65c33,19,4,8,6,2,4,1,0,0,0,4,21043
1043245989,6f33a4978a773440,205,8,6,1,1,8,0,0,1,2,0,16183
1043245989,70c013ef28506133,46,4,2,1,1,4,0,0,0,3,5,14501
1043245989,70fc2a6fcc218bf9,82,3,5,1,0,3,0,0,0,0,6,10819
1043245989,733cc6d3eee349bc,7,0,4,3,0,0,0,0,0,0,3,3895
1043245989,756063fc5fe965f9,7,3,5,4,5,3,3,1,1,0,9,17549
1043245989,76ac1274ed18a1fc,53,9,3,3,1,9,0,0,0,1,2,13307
1043245989,7704f937acedab83,10,11,7,0,3,11,1,0,0,0,3,20511
1043245989,77444797b3b0b5e4,12,9,5,0,1,9,1,0,1,1,5,20015
1043245989,77d9e10ce13e428c,30,10,4,1,14,10,0,0,0,2,5,20798
1043245989,7847077223104b19,78,5,6,1,3,5,0,0,0,0,10,16000
1043245989,7901e363d6d84d51,32,1,2,1,0,1,0,0,0,1,12,15971
1043245989,79f9af630d052dfc,104,11,6,4,8,11,0,0,3,0,9,21631
1043245989,79ff6af035136da5,31,2,2,1,0,2,0,0,0,0,3,10557
1043245989,7ab6b36c39fdbfb1,90,19,9,0,0,19,0,1,1,0,10,20503
1043245989,7ad8cb3ffa0d0463,12,0,5,1,2,0,0,0,0,0,3,15576
1043245989,7c04aebc2e188988,104,10,5,3,8,10,1,1,1,0,6,21626
1043245989,7c7031300f037951,55,8,12,0,3,9,0,0,1,1,7,17318
1043245989,7d100451acfe76a1,80,2,5,0,2,2,0,0,0,0,7,12113
1043245989,7d16cb13064fda18,269,14,6,4,3,15,1,0,0,1,9,24038
1043245989,7d4ed6c474f9ea33,11,5,6,1,1,6,0,0,0,0,7,24278
1043245989,7e6d09108e8cd711,6,5,4,0,3,5,0,0,2,0,5,9042
1043245989,7ea6e85cab6fac2a,91,0,3,1,1,0,0,0,0,1,6,10451
1043245989,7ed1c7605b37bcb2,148,13,7,2,0,13,0,0,0,0,4,19393
1043245989,7fbd4303a916c1d9,35,5,4,2,1,5,0,0,0,1,4,8480
1043245989,8030b66c4c945974,11,0,3,0,0,0,0,0,0,0,1,2667
1043245989,819ec57105397f3b,128,13,7,2,4,13,0,0,0,1,8,21176
1043245989,81a8ff9b936e984e,54,6,4,0,1,6,0,0,0,0,3,16071
1043245989,81b263ce76584ced,60,7,5,0,0,7,0,1,0,0,4,17921
1043245989,81b2c0b34fa928d2,22,7,3,2,0,7,0,0,0,0,8,8349
1043245989,81b7e1f29566539f,64,5,7,1,1,5,0,0,0,0,10,16858
1043245989,82f0ac455cc05f04,65,2,3,3,0,2,0,0,0,0,4,9569
1043245989,83d283f4764aa234,34,6,12,2,11,6,0,1,2,3,9,11869
1043245989,83d6411611c9a4c4,101,5,6,4,2,5,0,0,0,1,6,18153
1043245989,8456157b0ed41342,36,4,2,3,2,4,0,0,0,0,5,6787
1043245989,85250828131ef2e8,64,1,3,2,2,1,0,0,0,0,1,9265
1043245989,8558a6a64cb39aab,91,3,1,3,1,3,0,0,0,0,6,7770
1043245989,85a12cac8ea21682,25,2,1,0,1,2,0,0,0,2,2,7138
1043245989,85abadcf45a10550,6,2,8,0,3,2,0,0,1,0,4,23364
1043245989,860a99f3a9e44f53,0,11,3,0,4,11,0,0,0,0,5,17061
1043245989,86cf812be1b388b7,50,0,3,1,0,0,0,0,0,0,7,9603
1043245989,86e5f810d60fa94f,2,6,5,5,3,6,0,0,1,1,5,7772
1043245989,88a1eb7882f4af7f,35,14,4,0,7,14,0,0,0,0,3,15122
1043245989,8b6224b254dceefb,139,4,11,2,3,4,0,1,1,0,7,17709
1043245989,8c8b60be34a5b1ec,174,17,9,3,5,17,0,0,0,1,9,24781
1043245989,8c9e81d6b2508c1a,5,5,2,0,0,5,0,0,0,0,4,8322
1043245989,8cabdd790b1be8a6,56,9,4,0,3,9,0,0,0,0,5,21104
1043245989,8d6a8e6f92d54905,79,2,4,0,0,2,0,0,0,0,9,15098
1043245989,8d75a4ec80fc73fd,86,9,4,1,0,9,0,0,0,0,6,23534
1043245989,8e38a4ca55858004,75,4,7,0,2,4,0,0,0,0,9,17872
1043245989,8e55a1f7695c7d7c,279,8,9,1,5,8,1,0,1,0,5,27382
1043245989,8ea55cc3c8655d52,147,15,8,1,4,15,0,0,1,5,9,21224
1043245989,8fc228d1da32dbd0,32,2,7,1,1,2,1,0,0,0,3,16393
1043245989,9049782bc82a283f,58,6,4,1,1,6,0,0,1,0,4,15458
1043245989,9051d7831d389ede,74,0,2,1,2,0,0,0,0,0,4,10849
1043245989,9147e5e600f06c64,44,0,1,1,0,0,0,0,0,0,8,7835
1043245989,9206494333144c45,9,0,1,0,0,0,0,0,0,0,5,3165
1043245989,92169dd28e6dc322,104,6,9,2,3,6,1,0,0,0,7,18026
1043245989,9544be4d548a68c7,38,13,5,2,4,13,0,0,0,0,3,17459
1043245989,960e021ede2a1d3d,265,13,5,0,2,13,0,0,0,1,8,18127
1043245989,9651d374d3f0579f,48,7,7,3,1,8,0,0,1,0,5,20285
1043245989,9699a85bc1ed6c31,70,11,6,4,1,11,0,0,0,1,1,11148
1043245989,98a23d3583193b02,123,11,6,0,1,11,0,0,0,0,4,17245
1043245989,9902e89164498dca,14,4,5,0,0,4,0,0,1,0,3,13696
1043245989,99b18dc3c84694f8,38,4,7,0,2,4,6,0,0,0,8,14839
1043245989,99d3a26e44c0ef35,84,4,6,3,1,4,0,0,0,1,1,22214
1043245989,9a1ab0f0dce81446,92,2,5,3,0,2,0,0,0,1,3,14959
1043245989,9aa8b047d804b576,87,11,7,0,1,11,2,0,1,0,1,13418
1043245989,9ae679364ce53162,38,7,3,1,0,7,0,0,0,0,7,14314
1043245989,9b1e8945705fd3b2,126,2,3,2,1,3,0,0,0,0,5,10686
1043245989,9b4811f1d3db39c5,185,2,3,4,4,2,0,1,0,0,5,17076
1043245989,9b823ac80b58c8a3,145,7,3,3,0,7,0,0,0,0,4,20819
1043245989,9b8b1f7e9ff0280e,23,5,4,1,1,5,0,0,2,0,10,9484
1043245989,9c044f1f20e96097,12,3,3,3,3,3,0,0,1,1,6,13250
1043245989,9c32805e50ddd166,65,10,7,0,2,10,1,0,2,0,8,20154
1043245989,9c658c2ea6d3ed80,49,5,5,1,0,5,0,0,0,1,2,12366
1043245989,9c79d73e56c64be6,35,7,7,1,2,7,0,2,1,0,5,15450
1043245989,9cafbbf5863aff20,166,0,5,3,0,0,0,0,0,0,8,14903
1043245989,9d0bb4d845ae9b1f,93,6,5,5,2,6,0,0,1,0,6,16996
1043245989,9d70bd4056d30489,49,4,6,0,4,4,0,0,1,0,6,10316
1043245989,9e7676af93f50b27,123,7,7,0,7,7,0,0,0,0,6,23092
1043245989,9f0c81e24fd6c278,126,5,8,0,1,5,0,0,1,0,7,19941
1043245989,9f9ace9aafef7546,44,0,4,0,0,0,0,0,0,0,2,7793
1043245989,a00e7a1bcd41c975,4,9,5,1,2,9,0,0,0,0,3,17688
1043245989,a06c74fa94771a34,42,3,4,7,1,3,0,0,1,0,3,13718
1043245989,a08c854ff9458df4,181,3,7,1,1,3,0,1,0,0,5,18638
1043245989,a0b49776817dfb43,104,13,5,0,0,13,0,0,0,0,4,18581
1043245989,a373e427fbba0883,16,5,6,0,0,5,0,0,0,0,3,15627
1043245989,a3f20979b1cb8790,38,13,5,2,3,13,0,0,0,0,6,14770
1043245989,a4bbd13bf4f34dd4,35,16,9,0,2,17,0,1,0,0,5,16006
1043245989,a65b20f26df4067e,73,0,2,0,0,0,0,1,0,0,4,9685
1043245989,a7763b2ba66efafd,253,8,5,3,0,8,0,0,0,0,5,20803
1043245989,a8714b7c46552c05,37,6,4,3,2,6,0,0,0,0,8,19648
1043245989,a8df37d0a782335b,69,16,12,0,9,17,1,1,0,0,13,26054
1043245989,a9d721798e6e2fd9,97,1,2,2,3,1,1,0,1,0,2,9409
1043245989,aa5a653e610f2df2,25,2,4,1,2,2,0,0,0,1,3,4938
1043245989,ab1759f650ece2b3,22,3,2,3,1,3,0,0,0,0,3,6648
1043245989,ab5b9e425cd2cf97,3,0,2,5,1,0,0,0,2,0,4,8289
1043245989,ab8a5cc7da7eb643,68,1,7,5,0,2,0,0,0,4,9,20023
1043245989,ab9e3d81e2c85408,14,2,6,4,1,2,0,0,0,1,7,18557
1043245989,abb17138f10cd72f,146,7,5,1,2,9,0,0,0,0,3,21205
1043245989,abd4d91578dd0da3,106,4,3,2,0,5,0,0,0,0,5,10089
1043245989,ac4f48f787ca1653,65,7,3,1,0,7,0,0,0,0,4,17386
1043245989,ac8239db459a5e77,224,4,5,0,2,4,0,1,0,0,6,21599
1043245989,ad13ef0d59c80ddd,77,3,5,0,2,3,1,0,0,0,8,19539
1043245989,ad9d892eca9485c4,14,16,2,1,1,16,0,0,0,0,6,9579
1043245989,ada560b3c5eb4b9c,33,10,5,0,0,11,1,2,0,0,7,15969
1043245989,adc43872c6ff47d9,21,9,5,2,0,9,0,0,1,3,10,13072
1043245989,ae42b9731e50e53a,154,8,6,1,2,8,1,0,0,0,10,27638
