chunk_id,politics,ideology,ternary
f434a1e9e0a18259_0,Yes,moderate,0
bfd93fa226ead3b5_11,No,,
fbea8b4cd1e8d2f7_43,No,,
fbea8b4cd1e8d2f7_44,No,,
5517d37d9026dca5_28,Yes,strongly_liberal,-1
68672020489a94d2_5,Yes,moderate,0
f434a1e9e0a18259_12,Yes,moderate,0
7afd04cb48af4734_0,No,,
bf6eba0b9830c821_24,Yes,moderate,0
7afd04cb48af4734_2,Yes,moderate,0
5517d37d9026dca5_3,Yes,moderate,0
13170f0e06640945_12,Yes,moderate,0
5517d37d9026dca5_34,Yes,moderate,0
0f329d076636049a_10,Yes,moderate,0
085137073bd9b182_11,Yes,moderate,0
7afd04cb48af4734_25,Yes,slightly_liberal,-1
bfd93fa226ead3b5_8,Yes,moderate,0
fbea8b4cd1e8d2f7_16,Yes,moderate,0
7afd04cb48af4734_4,Yes,moderate,0
13170f0e06640945_2,Yes,moderate,0
5517d37d9026dca5_0,Yes,moderate,0
0f329d076636049a_14,Yes,moderate,0
ff60387a22301d21_1,Yes,moderate,0
7afd04cb48af4734_24,Yes,moderate,0
fbea8b4cd1e8d2f7_29,Yes,slightly_liberal,-1
0f329d076636049a_9,Yes,slightly_liberal,-1
fbea8b4cd1e8d2f7_48,No,,
0f329d076636049a_21,Yes,moderate,0
ff60387a22301d21_15,Yes,slightly_liberal,-1
bfd93fa226ead3b5_5,Yes,moderate,0
13170f0e06640945_13,Yes,moderate,0
0f329d076636049a_3,Yes,moderate,0
fbea8b4cd1e8d2f7_32,Yes,moderate,0
085137073bd9b182_7,No,,
7afd04cb48af4734_16,No,,
fbea8b4cd1e8d2f7_10,Yes,moderate,0
0f329d076636049a_39,No,,
13170f0e06640945_1,Yes,moderate,0
bfd93fa226ead3b5_31,Yes,moderate,0
68672020489a94d2_13,Yes,moderate,0
0f329d076636049a_7,Yes,slightly_liberal,-1
68672020489a94d2_2,Yes,slightly_liberal,-1
bfd93fa226ead3b5_21,Yes,moderate,0
b285af7542cac889_16,Yes,moderately_liberal,-1
7afd04cb48af4734_5,Yes,moderate,0
ff60387a22301d21_21,Yes,slightly_liberal,-1
085137073bd9b182_14,Yes,moderately_liberal,-1
bf6eba0b9830c821_22,Yes,slightly_liberal,-1
5517d37d9026dca5_20,Yes,moderate,0
5517d37d9026dca5_12,Yes,moderate,0
68672020489a94d2_9,Yes,moderate,0
b285af7542cac889_6,Yes,moderate,0
f434a1e9e0a18259_18,Yes,moderate,0
bf6eba0b9830c821_2,Yes,moderate,0
fbea8b4cd1e8d2f7_18,Yes,moderate,0
b285af7542cac889_4,Yes,moderate,0
ff60387a22301d21_6,Yes,moderate,0
5517d37d9026dca5_27,Yes,moderate,0
fbea8b4cd1e8d2f7_31,Yes,moderate,0
f434a1e9e0a18259_9,Yes,moderate,0
7afd04cb48af4734_31,No,,
bf6eba0b9830c821_1,Yes,moderate,0
0f329d076636049a_5,Yes,moderate,0
bfd93fa226ead3b5_1,Yes,moderate,0
5517d37d9026dca5_5,Yes,moderate,0
13170f0e06640945_10,Yes,moderate,0
7afd04cb48af4734_7,Yes,moderate,0
5517d37d9026dca5_1,Yes,moderate,0
13170f0e06640945_5,Yes,moderate,0
bfd93fa226ead3b5_24,No,,
ff60387a22301d21_16,Yes,slightly_liberal,-1
5517d37d9026dca5_11,Yes,moderate,0
dc02b086181faa91_14,No,,
5517d37d9026dca5_21,Yes,slightly_liberal,-1
ff60387a22301d21_22,Yes,slightly_liberal,-1
77db7b82985b128a_133,Yes,moderately_conservative,1
cd5b4d6bd2bc9371_148,Yes,slightly_conservative,1
cd5b4d6bd2bc9371_75,Yes,moderate,0
f87d5ba3110a8495_136,No,,
8b98822e1075cada_93,Yes,strongly_conservative,1
f87d5ba3110a8495_111,Yes,strongly_conservative,1
825f2de8175d5e0c_8,Yes,moderately_conservative,1
abda31def61f9226_68,Yes,moderate,0
825f2de8175d5e0c_49,Yes,moderately_conservative,1
8b98822e1075cada_122,Yes,moderate,0
f87d5ba3110a8495_110,Yes,strongly_conservative,1
f87d5ba3110a8495_108,Yes,strongly_conservative,1
f87d5ba3110a8495_141,No,,
252d26cfa7629b93_105,Yes,moderately_conservative,1
252d26cfa7629b93_69,Yes,strongly_conservative,1
8b98822e1075cada_11,Yes,moderately_conservative,1
77db7b82985b128a_121,Yes,strongly_conservative,1
dc02b086181faa91_15,Yes,moderately_conservative,1
3e7241c881669c5e_20,Yes,moderately_conservative,1
cd5b4d6bd2bc9371_66,Yes,moderate,0
abda31def61f9226_36,Yes,moderately_conservative,1
8b98822e1075cada_54,Yes,moderate,0
8b98822e1075cada_148,Yes,strongly_conservative,1
252d26cfa7629b93_35,Yes,moderately_liberal,-1
7ae5e592ef485fe5_86,Yes,moderate,0
f87d5ba3110a8495_12,Yes,strongly_conservative,1
3e7241c881669c5e_129,Yes,strongly_conservative,1
9a8c4c571985675a_128,Yes,strongly_conservative,1
7ae5e592ef485fe5_158,Yes,slightly_conservative,1
8b98822e1075cada_94,Yes,strongly_conservative,1
7ae5e592ef485fe5_16,Yes,slightly_liberal,-1
8b98822e1075cada_133,Yes,moderately_conservative,1
9a8c4c571985675a_81,No,,
252d26cfa7629b93_48,Yes,moderate,0
252d26cfa7629b93_120,Yes,moderately_conservative,1
9a8c4c571985675a_54,Yes,moderate,0
cd5b4d6bd2bc9371_9,Yes,strongly_conservative,1
9a8c4c571985675a_94,Yes,strongly_conservative,1
cd5b4d6bd2bc9371_48,Yes,strongly_conservative,1
9a8c4c571985675a_112,Yes,moderately_conservative,1
252d26cfa7629b93_5,Yes,strongly_conservative,1
252d26cfa7629b93_25,Yes,slightly_liberal,-1
dc02b086181faa91_11,Yes,strongly_conservative,1
f87d5ba3110a8495_147,Yes,moderate,0
252d26cfa7629b93_88,Yes,strongly_conservative,1
c91eba176ed78454_9,Yes,strongly_conservative,1
252d26cfa7629b93_12,Yes,strongly_conservative,1
252d26cfa7629b93_54,Yes,moderately_conservative,1
825f2de8175d5e0c_72,No,,
9a8c4c571985675a_38,Yes,strongly_conservative,1
f87d5ba3110a8495_92,Yes,moderately_conservative,1
f87d5ba3110a8495_73,Yes,strongly_conservative,1
77db7b82985b128a_4,Yes,moderate,0
7ae5e592ef485fe5_150,Yes,moderate,0
9a8c4c571985675a_157,No,,
7ae5e592ef485fe5_156,No,,
8b98822e1075cada_131,Yes,moderate,0
9a8c4c571985675a_103,Yes,strongly_conservative,1
abda31def61f9226_112,Yes,moderate,0
77db7b82985b128a_83,No,,
8b98822e1075cada_2,Yes,strongly_conservative,1
cd5b4d6bd2bc9371_61,Yes,strongly_conservative,1
252d26cfa7629b93_78,Yes,moderately_conservative,1
9a8c4c571985675a_69,Yes,strongly_conservative,1
7ae5e592ef485fe5_118,Yes,moderate,0
252d26cfa7629b93_108,Yes,moderately_conservative,1
77db7b82985b128a_58,Yes,moderate,0
3e7241c881669c5e_107,Yes,strongly_conservative,1
9a8c4c571985675a_93,Yes,strongly_conservative,1
f87d5ba3110a8495_123,Yes,strongly_conservative,1
8b98822e1075cada_124,Yes,moderate,0
77db7b82985b128a_43,Yes,strongly_conservative,1
f87d5ba3110a8495_7,Yes,moderate,0
8b98822e1075cada_76,No,,
3e7241c881669c5e_1,Yes,moderately_conservative,1
77db7b82985b128a_117,Yes,strongly_conservative,1
f87d5ba3110a8495_82,Yes,strongly_conservative,1
9a8c4c571985675a_162,Yes,moderate,0
825f2de8175d5e0c_79,No,,
77db7b82985b128a_77,Yes,moderately_conservative,1
9a8c4c571985675a_50,Yes,strongly_conservative,1
abda31def61f9226_81,Yes,strongly_conservative,1
f87d5ba3110a8495_58,Yes,strongly_conservative,1
252d26cfa7629b93_87,Yes,strongly_conservative,1
7ae5e592ef485fe5_30,Yes,moderately_conservative,1
7ae5e592ef485fe5_163,No,,
825f2de8175d5e0c_62,Yes,slightly_conservative,1
77db7b82985b128a_92,Yes,moderate,0
252d26cfa7629b93_62,Yes,strongly_conservative,1
252d26cfa7629b93_14,Yes,moderately_conservative,1
252d26cfa7629b93_103,Yes,strongly_conservative,1
abda31def61f9226_35,Yes,moderately_conservative,1
252d26cfa7629b93_134,Yes,moderately_conservative,1
f87d5ba3110a8495_16,Yes,strongly_conservative,1
252d26cfa7629b93_119,Yes,strongly_conservative,1
f87d5ba3110a8495_94,Yes,moderately_conservative,1
cd5b4d6bd2bc9371_83,Yes,slightly_conservative,1
252d26cfa7629b93_56,Yes,strongly_conservative,1
3e7241c881669c5e_105,Yes,slightly_conservative,1
16f782d77b9a16b6_8,Yes,moderate,0
0fc36ca3e2895c65_32,Yes,moderate,0
2e8622b838e0a188_27,No,,
71ae2a75a7c85b97_14,Yes,moderate,0
2e8622b838e0a188_20,Yes,moderate,0
71ae2a75a7c85b97_60,Yes,moderate,0
b62381b499d22dee_14,Yes,moderate,0
5bded12cd3c06349_24,No,,
71ae2a75a7c85b97_20,No,,
b62381b499d22dee_29,Yes,moderate,0
71ae2a75a7c85b97_43,Yes,moderate,0
16f782d77b9a16b6_63,No,,
adfd3592d31c65f8_20,Yes,slightly_liberal,-1
b62381b499d22dee_80,Yes,moderate,0
bd514c9e43d73cad_64,No,,
b62381b499d22dee_16,Yes,moderate,0
16f782d77b9a16b6_3,No,,
0679ac7b9f1ebc37_56,No,,
16f782d77b9a16b6_59,No,,
adfd3592d31c65f8_53,Yes,slightly_liberal,-1
b62381b499d22dee_82,No,,
5bded12cd3c06349_38,No,,
cc9faca776929be9_18,Yes,moderate,0
adfd3592d31c65f8_69,Yes,slightly_liberal,-1
0fc36ca3e2895c65_24,No,,
0fc36ca3e2895c65_12,No,,
71ae2a75a7c85b97_2,Yes,moderate,0
71ae2a75a7c85b97_57,Yes,moderate,0
16f782d77b9a16b6_77,No,,
0679ac7b9f1ebc37_82,No,,
bd514c9e43d73cad_41,Yes,moderately_liberal,-1
5bded12cd3c06349_18,No,,
5bded12cd3c06349_31,No,,
adfd3592d31c65f8_39,Yes,moderate,0
cc9faca776929be9_24,No,,
0679ac7b9f1ebc37_90,Yes,moderate,0
2e5507929dcac390_54,Yes,moderate,0
2e5507929dcac390_28,Yes,moderate,0
16f782d77b9a16b6_34,No,,
bd514c9e43d73cad_32,No,,
0679ac7b9f1ebc37_50,No,,
16f782d77b9a16b6_22,Yes,moderate,0
2e8622b838e0a188_39,No,,
df4584530e5f8935_19,Yes,moderate,0
b62381b499d22dee_76,Yes,moderate,0
cc9faca776929be9_16,Yes,slightly_liberal,-1
adfd3592d31c65f8_70,Yes,moderate,0
0679ac7b9f1ebc37_18,No,,
5bded12cd3c06349_27,No,,
2e5507929dcac390_37,Yes,slightly_liberal,-1
df4584530e5f8935_24,Yes,slightly_liberal,-1
b62381b499d22dee_58,Yes,moderate,0
16f782d77b9a16b6_26,No,,
2e5507929dcac390_31,Yes,moderate,0
16f782d77b9a16b6_71,No,,
bd514c9e43d73cad_66,No,,
adfd3592d31c65f8_89,No,,
0fc36ca3e2895c65_18,No,,
71ae2a75a7c85b97_62,Yes,moderate,0
16f782d77b9a16b6_31,No,,
71ae2a75a7c85b97_58,Yes,moderate,0
bd514c9e43d73cad_40,Yes,moderately_liberal,-1
adfd3592d31c65f8_60,Yes,strongly_liberal,-1
16f782d77b9a16b6_39,Yes,moderate,0
71ae2a75a7c85b97_72,Yes,moderate,0
16f782d77b9a16b6_51,No,,
2e5507929dcac390_1,Yes,moderate,0
0679ac7b9f1ebc37_12,Yes,moderate,0
2e5507929dcac390_25,Yes,slightly_liberal,-1
b62381b499d22dee_61,Yes,moderate,0
16f782d77b9a16b6_50,No,,
b62381b499d22dee_45,Yes,moderate,0
0fc36ca3e2895c65_40,Yes,moderate,0
cc9faca776929be9_5,Yes,moderate,0
bd514c9e43d73cad_81,Yes,slightly_liberal,-1
b62381b499d22dee_32,Yes,moderately_liberal,-1
16f782d77b9a16b6_21,Yes,moderate,0
adfd3592d31c65f8_64,Yes,slightly_liberal,-1
adfd3592d31c65f8_13,Yes,slightly_liberal,-1
bd514c9e43d73cad_87,No,,
16f782d77b9a16b6_32,No,,
bd514c9e43d73cad_83,No,,
16f782d77b9a16b6_40,Yes,moderate,0
0fc36ca3e2895c65_15,No,,
71ae2a75a7c85b97_36,Yes,moderate,0
71ae2a75a7c85b97_73,No,,
b62381b499d22dee_67,Yes,slightly_conservative,1
16f782d77b9a16b6_44,No,,
adfd3592d31c65f8_36,Yes,strongly_liberal,-1
5bded12cd3c06349_0,No,,
df4584530e5f8935_20,No,,
0679ac7b9f1ebc37_8,No,,
16f782d77b9a16b6_57,No,,
16f782d77b9a16b6_46,Yes,moderate,0
0fc36ca3e2895c65_21,No,,
adfd3592d31c65f8_21,Yes,moderate,0
0679ac7b9f1ebc37_79,Yes,moderate,0
0679ac7b9f1ebc37_32,No,,
2e5507929dcac390_12,Yes,moderately_liberal,-1
2e82ac87bd94e6ce_77,No,,
b62381b499d22dee_50,Yes,moderate,0
8e94dedfb36b08ed_48,Yes,strongly_liberal,-1
b3e87bdb04c34dfe_13,Yes,moderate,0
89500e8743e30d0f_33,Yes,strongly_liberal,-1
b3e87bdb04c34dfe_105,Yes,strongly_liberal,-1
ae808a42d8c63c5f_89,Yes,moderately_liberal,-1
b3e87bdb04c34dfe_96,Yes,slightly_liberal,-1
bb4089bb14712e5a_13,Yes,strongly_liberal,-1
b05d0617de548ade_74,No,,
10010a34611f8f02_85,Yes,moderate,0
b05d0617de548ade_89,Yes,moderate,0
ae808a42d8c63c5f_64,Yes,strongly_liberal,-1
8e94dedfb36b08ed_52,Yes,strongly_liberal,-1
61ae005a407828e0_2,Yes,moderate,0
2af9c37c0a98413b_73,Yes,slightly_liberal,-1
61ae005a407828e0_32,No,,
b3e87bdb04c34dfe_30,Yes,strongly_liberal,-1
b3e87bdb04c34dfe_90,Yes,moderate,0
2e82ac87bd94e6ce_61,No,,
0c6859a3a5ddd875_19,Yes,strongly_liberal,-1
bb4089bb14712e5a_25,Yes,strongly_liberal,-1
ae808a42d8c63c5f_74,Yes,strongly_liberal,-1
61ae005a407828e0_27,Yes,slightly_liberal,-1
10010a34611f8f02_74,Yes,moderate,0
89500e8743e30d0f_49,Yes,slightly_conservative,1
2af9c37c0a98413b_80,No,,
b05d0617de548ade_107,Yes,strongly_liberal,-1
ae808a42d8c63c5f_30,Yes,slightly_liberal,-1
bb4089bb14712e5a_72,Yes,moderate,0
2af9c37c0a98413b_78,Yes,slightly_liberal,-1
bb4089bb14712e5a_34,Yes,strongly_liberal,-1
b05d0617de548ade_85,Yes,moderate,0
2e82ac87bd94e6ce_4,No,,
b05d0617de548ade_87,Yes,moderate,0
b3e87bdb04c34dfe_15,Yes,moderate,0
b05d0617de548ade_75,Yes,moderate,0
0c6859a3a5ddd875_47,Yes,slightly_liberal,-1
10010a34611f8f02_55,Yes,moderate,0
b05d0617de548ade_112,No,,
bb4089bb14712e5a_20,Yes,strongly_liberal,-1
10010a34611f8f02_92,No,,
c2c64616b7a7f17a_75,Yes,moderate,0
0c6859a3a5ddd875_83,Yes,strongly_liberal,-1
2e82ac87bd94e6ce_13,No,,
b05d0617de548ade_102,Yes,moderate,0
b3e87bdb04c34dfe_101,Yes,moderate,0
ae808a42d8c63c5f_37,Yes,moderate,0
ae808a42d8c63c5f_9,No,,
2af9c37c0a98413b_13,Yes,moderate,0
b05d0617de548ade_82,No,,
c2c64616b7a7f17a_52,Yes,strongly_liberal,-1
2af9c37c0a98413b_21,Yes,strongly_liberal,-1
10010a34611f8f02_2,Yes,moderate,0
61ae005a407828e0_15,Yes,slightly_liberal,-1
2af9c37c0a98413b_32,Yes,strongly_liberal,-1
bb4089bb14712e5a_70,Yes,moderate,0
8e94dedfb36b08ed_38,Yes,slightly_liberal,-1
c2c64616b7a7f17a_63,Yes,slightly_liberal,-1
89500e8743e30d0f_55,Yes,slightly_liberal,-1
b05d0617de548ade_24,Yes,moderate,0
10010a34611f8f02_46,Yes,slightly_liberal,-1
61ae005a407828e0_48,Yes,slightly_liberal,-1
0c6859a3a5ddd875_14,Yes,moderate,0
bb4089bb14712e5a_68,Yes,moderate,0
2e82ac87bd94e6ce_57,No,,
2e82ac87bd94e6ce_63,No,,
c2c64616b7a7f17a_8,Yes,moderate,0
bb4089bb14712e5a_8,Yes,strongly_liberal,-1
0c6859a3a5ddd875_25,No,,
61ae005a407828e0_33,No,,
8e94dedfb36b08ed_19,Yes,strongly_liberal,-1
b05d0617de548ade_65,No,,
c2c64616b7a7f17a_21,Yes,moderate,0
89500e8743e30d0f_16,Yes,strongly_liberal,-1
10010a34611f8f02_28,Yes,moderate,0
2af9c37c0a98413b_92,No,,
89500e8743e30d0f_12,Yes,moderate,0
c2c64616b7a7f17a_20,Yes,moderate,0
bb4089bb14712e5a_28,Yes,strongly_liberal,-1
8e94dedfb36b08ed_26,Yes,strongly_liberal,-1
0c6859a3a5ddd875_27,Yes,moderate,0
8e94dedfb36b08ed_29,Yes,slightly_liberal,-1
0c6859a3a5ddd875_0,Yes,strongly_liberal,-1
8e94dedfb36b08ed_9,Yes,strongly_liberal,-1
ae808a42d8c63c5f_48,Yes,moderate,0
c2c64616b7a7f17a_34,Yes,slightly_liberal,-1
c2c64616b7a7f17a_39,Yes,moderate,0
b3e87bdb04c34dfe_62,Yes,moderate,0
b3e87bdb04c34dfe_69,Yes,moderate,0
61ae005a407828e0_52,Yes,moderate,0
10010a34611f8f02_29,Yes,moderate,0
10010a34611f8f02_50,No,,
89500e8743e30d0f_52,Yes,strongly_liberal,-1
bb4089bb14712e5a_29,Yes,strongly_liberal,-1
ae808a42d8c63c5f_82,Yes,moderately_liberal,-1
2af9c37c0a98413b_61,Yes,moderate,0
89500e8743e30d0f_5,Yes,strongly_liberal,-1
ae808a42d8c63c5f_17,Yes,strongly_liberal,-1
8e94dedfb36b08ed_8,Yes,strongly_liberal,-1
8e94dedfb36b08ed_13,Yes,slightly_liberal,-1
211b51a00641bd79_121,Yes,moderate,0
416d2d7c5403e3bf_115,No,,
1c35b31a1b630722_44,Yes,moderate,0
7c2bae7ad93f37cf_112,Yes,moderate,0
211b51a00641bd79_105,Yes,moderate,0
e55b2cb926a4fe5a_30,Yes,slightly_liberal,-1
1c35b31a1b630722_13,Yes,moderate,0
e55b2cb926a4fe5a_46,Yes,moderate,0
e55b2cb926a4fe5a_76,Yes,slightly_liberal,-1
50b9f90f09fc70ed_47,Yes,moderate,0
1a4689d428573b5d_82,Yes,moderately_conservative,1
647c7e9f0bb7a278_49,No,,
1c35b31a1b630722_82,Yes,moderate,0
211b51a00641bd79_123,Yes,moderate,0
7c2bae7ad93f37cf_74,Yes,moderate,0
e55b2cb926a4fe5a_111,Yes,moderate,0
1c35b31a1b630722_32,Yes,moderate,0
8904deece1cea9f6_50,Yes,moderately_liberal,-1
e55b2cb926a4fe5a_93,Yes,slightly_liberal,-1
696b6f70e03c81c2_44,Yes,moderate,0
7c2bae7ad93f37cf_97,Yes,slightly_liberal,-1
e55b2cb926a4fe5a_70,Yes,strongly_liberal,-1
1a4689d428573b5d_68,Yes,slightly_liberal,-1
1c35b31a1b630722_66,Yes,slightly_liberal,-1
1c35b31a1b630722_80,Yes,moderate,0
416d2d7c5403e3bf_113,Yes,moderate,0
1a0aceb96aaf84cf_60,Yes,moderate,0
1a0aceb96aaf84cf_100,Yes,moderate,0
e55b2cb926a4fe5a_65,Yes,slightly_conservative,1
8904deece1cea9f6_12,Yes,moderate,0
647c7e9f0bb7a278_21,Yes,slightly_liberal,-1
647c7e9f0bb7a278_0,No,,
696b6f70e03c81c2_9,Yes,strongly_liberal,-1
8904deece1cea9f6_61,No,,
1a4689d428573b5d_34,Yes,moderate,0
e55b2cb926a4fe5a_1,No,,
e845682e84252de9_106,Yes,moderate,0
7c2bae7ad93f37cf_81,Yes,moderate,0
1a4689d428573b5d_101,Yes,strongly_liberal,-1
647c7e9f0bb7a278_89,Yes,moderate,0
e55b2cb926a4fe5a_55,Yes,moderate,0
1a4689d428573b5d_19,Yes,moderate,0
1c35b31a1b630722_103,Yes,moderate,0
1a4689d428573b5d_105,Yes,moderate,0
416d2d7c5403e3bf_114,Yes,moderate,0
50b9f90f09fc70ed_6,Yes,moderately_liberal,-1
7c2bae7ad93f37cf_22,Yes,moderate,0
416d2d7c5403e3bf_86,Yes,strongly_liberal,-1
416d2d7c5403e3bf_57,Yes,moderate,0
211b51a00641bd79_125,No,,
416d2d7c5403e3bf_58,Yes,moderate,0
647c7e9f0bb7a278_64,Yes,strongly_liberal,-1
647c7e9f0bb7a278_17,Yes,strongly_liberal,-1
1a0aceb96aaf84cf_83,Yes,moderate,0
416d2d7c5403e3bf_68,No,,
647c7e9f0bb7a278_90,Yes,strongly_liberal,-1
696b6f70e03c81c2_45,Yes,moderate,0
8904deece1cea9f6_87,Yes,strongly_liberal,-1
696b6f70e03c81c2_62,Yes,moderate,0
8904deece1cea9f6_15,Yes,moderate,0
416d2d7c5403e3bf_29,Yes,slightly_liberal,-1
8904deece1cea9f6_65,Yes,moderately_liberal,-1
1a0aceb96aaf84cf_107,Yes,slightly_liberal,-1
e845682e84252de9_23,Yes,moderate,0
7c2bae7ad93f37cf_121,No,,
e845682e84252de9_130,No,,
1a0aceb96aaf84cf_72,Yes,moderate,0
1a0aceb96aaf84cf_82,No,,
211b51a00641bd79_30,Yes,moderate,0
8904deece1cea9f6_75,Yes,slightly_liberal,-1
e845682e84252de9_98,No,,
e55b2cb926a4fe5a_52,Yes,moderate,0
8904deece1cea9f6_49,Yes,moderately_liberal,-1
696b6f70e03c81c2_84,Yes,moderate,0
8904deece1cea9f6_58,Yes,slightly_liberal,-1
696b6f70e03c81c2_79,No,,
1a0aceb96aaf84cf_20,Yes,strongly_liberal,-1
7c2bae7ad93f37cf_38,Yes,slightly_liberal,-1
e55b2cb926a4fe5a_53,Yes,moderate,0
1c35b31a1b630722_118,No,,
647c7e9f0bb7a278_37,Yes,moderate,0
e845682e84252de9_47,Yes,moderate,0
7c2bae7ad93f37cf_17,Yes,moderate,0
50b9f90f09fc70ed_9,Yes,slightly_liberal,-1
e845682e84252de9_91,Yes,slightly_liberal,-1
647c7e9f0bb7a278_72,Yes,moderate,0
1c35b31a1b630722_47,Yes,moderate,0
647c7e9f0bb7a278_13,Yes,moderate,0
1a4689d428573b5d_2,No,,
647c7e9f0bb7a278_32,Yes,slightly_liberal,-1
211b51a00641bd79_26,Yes,moderate,0
7c2bae7ad93f37cf_26,Yes,moderate,0
1c35b31a1b630722_95,Yes,moderate,0
211b51a00641bd79_4,Yes,moderate,0
1a4689d428573b5d_54,Yes,moderate,0
