chunk_id,politics,ideology,ternary
c85989c6fcda1063_42,Yes,moderate,0
070ab63fccd3eb07_31,Yes,moderate,0
3a0384e1e466768c_22,No,,
306fbbbd3d7e019a_13,Yes,moderate,0
070ab63fccd3eb07_10,Yes,moderate,0
c85989c6fcda1063_59,Yes,moderate,0
306fbbbd3d7e019a_10,Yes,moderate,0
3a0384e1e466768c_36,Yes,strongly_liberal,-1
3a0384e1e466768c_25,Yes,moderately_liberal,-1
070ab63fccd3eb07_44,Yes,slightly_liberal,-1
c85989c6fcda1063_41,Yes,moderate,0
b9e4358c4e6f23b2_11,No,,
306fbbbd3d7e019a_11,Yes,moderately_conservative,1
b9e4358c4e6f23b2_10,Yes,moderate,0
070ab63fccd3eb07_47,Yes,moderate,0
b9e4358c4e6f23b2_13,No,,
306fbbbd3d7e019a_5,Yes,moderate,0
c85989c6fcda1063_46,Yes,moderate,0
070ab63fccd3eb07_12,Yes,moderately_liberal,-1
c85989c6fcda1063_65,Yes,moderate,0
3a0384e1e466768c_7,Yes,moderate,0
3a0384e1e466768c_28,Yes,moderate,0
306fbbbd3d7e019a_1,Yes,moderate,0
6a0faf7d76ab663f_2,No,,
de635eacc608d286_0,No,,
070ab63fccd3eb07_34,Yes,slightly_liberal,-1
e0e3726e4788092d_4,No,,
40fe5eba3e913d2e_12,No,,
6a0faf7d76ab663f_4,No,,
c85989c6fcda1063_58,Yes,moderate,0
de635eacc608d286_63,No,,
306fbbbd3d7e019a_4,Yes,slightly_liberal,-1
e0e3726e4788092d_28,No,,
3a0384e1e466768c_16,Yes,moderate,0
40fe5eba3e913d2e_25,No,,
6a0faf7d76ab663f_13,No,,
40fe5eba3e913d2e_27,No,,
de635eacc608d286_37,No,,
6a0faf7d76ab663f_18,No,,
e0e3726e4788092d_34,No,,
40fe5eba3e913d2e_1,No,,
6a0faf7d76ab663f_5,No,,
de635eacc608d286_50,No,,
e0e3726e4788092d_55,No,,
40fe5eba3e913d2e_19,No,,
de635eacc608d286_8,No,,
e0e3726e4788092d_27,Yes,strongly_liberal,-1
e0e3726e4788092d_54,No,,
40fe5eba3e913d2e_22,No,,
de635eacc608d286_16,Yes,moderate,0
de635eacc608d286_14,No,,
6a0faf7d76ab663f_32,No,,
e0e3726e4788092d_35,No,,
6a0faf7d76ab663f_64,No,,
de635eacc608d286_35,No,,
e0e3726e4788092d_24,No,,
40fe5eba3e913d2e_29,No,,
6a0faf7d76ab663f_65,No,,
e0e3726e4788092d_63,No,,
40fe5eba3e913d2e_0,No,,
6a0faf7d76ab663f_42,No,,
e0e3726e4788092d_23,No,,
40fe5eba3e913d2e_23,Yes,strongly_liberal,-1
40fe5eba3e913d2e_13,No,,
aa74f72916d9c419_73,No,,
4b5b4ffce522af17_27,No,,
f1edb8c4687b740d_9,No,,
de635eacc608d286_6,Yes,moderate,0
de635eacc608d286_13,Yes,moderate,0
ce9de9ead7efbe42_41,No,,
6a0faf7d76ab663f_44,No,,
4b5b4ffce522af17_55,No,,
aa74f72916d9c419_44,No,,
5c4288534565a92b_34,No,,
ce9de9ead7efbe42_13,No,,
f1edb8c4687b740d_14,No,,
4b5b4ffce522af17_58,No,,
aa74f72916d9c419_12,No,,
5c4288534565a92b_23,Yes,moderately_liberal,-1
f1edb8c4687b740d_12,No,,
ce9de9ead7efbe42_36,No,,
aa74f72916d9c419_51,No,,
ce9de9ead7efbe42_3,No,,
4b5b4ffce522af17_61,No,,
aa74f72916d9c419_38,No,,
ce9de9ead7efbe42_17,No,,
4b5b4ffce522af17_59,No,,
4b5b4ffce522af17_60,Yes,moderate,0
5c4288534565a92b_4,Yes,moderate,0
aa74f72916d9c419_78,No,,
f1edb8c4687b740d_16,Yes,moderate,0
f1edb8c4687b740d_24,No,,
4b5b4ffce522af17_45,No,,
f1edb8c4687b740d_23,Yes,moderate,0
5c4288534565a92b_10,Yes,moderate,0
f1edb8c4687b740d_0,No,,
5c4288534565a92b_30,No,,
ce9de9ead7efbe42_52,No,,
4b5b4ffce522af17_40,No,,
5c4288534565a92b_14,Yes,moderate,0
aa74f72916d9c419_1,No,,
5c4288534565a92b_20,Yes,moderate,0
f1edb8c4687b740d_8,No,,
ce9de9ead7efbe42_22,Yes,strongly_liberal,-1
ce9de9ead7efbe42_5,No,,
c3fe087afa7faad5_0,No,,
aa74f72916d9c419_55,Yes,moderately_liberal,-1
809a287cbfd1d27c_25,No,,
c8aeda38d4fe8cc5_15,No,,
c3fe087afa7faad5_38,No,,
809a287cbfd1d27c_7,No,,
5c4288534565a92b_13,Yes,moderate,0
4a490146ec6bdb4e_11,Yes,moderate,0
c3fe087afa7faad5_36,No,,
809a287cbfd1d27c_22,No,,
c8aeda38d4fe8cc5_7,No,,
481a8c6feda6e154_59,Yes,strongly_liberal,-1
4a490146ec6bdb4e_12,Yes,moderate,0
c8aeda38d4fe8cc5_12,Yes,moderate,0
481a8c6feda6e154_37,Yes,strongly_liberal,-1
c3fe087afa7faad5_54,No,,
c8aeda38d4fe8cc5_0,No,,
4a490146ec6bdb4e_2,Yes,slightly_liberal,-1
c3fe087afa7faad5_30,No,,
481a8c6feda6e154_26,Yes,moderate,0
809a287cbfd1d27c_29,No,,
c8aeda38d4fe8cc5_4,No,,
4a490146ec6bdb4e_17,Yes,moderate,0
809a287cbfd1d27c_33,Yes,moderate,0
809a287cbfd1d27c_45,No,,
481a8c6feda6e154_51,Yes,strongly_liberal,-1
4a490146ec6bdb4e_14,Yes,moderate,0
c8aeda38d4fe8cc5_18,No,,
4a490146ec6bdb4e_19,No,,
c3fe087afa7faad5_8,No,,
4a490146ec6bdb4e_27,Yes,moderate,0
809a287cbfd1d27c_11,No,,
481a8c6feda6e154_20,Yes,strongly_liberal,-1
c3fe087afa7faad5_14,Yes,moderate,0
4a490146ec6bdb4e_33,No,,
809a287cbfd1d27c_10,No,,
c3fe087afa7faad5_48,No,,
481a8c6feda6e154_44,Yes,strongly_liberal,-1
c8aeda38d4fe8cc5_13,No,,
17013b5e479feb63_3,No,,
1c37f5bb0d3f7f55_20,No,,
c8aeda38d4fe8cc5_10,Yes,moderate,0
0520e7a005126ee7_16,No,,
481a8c6feda6e154_41,Yes,strongly_liberal,-1
065f21fd5b931408_46,No,,
0520e7a005126ee7_10,No,,
481a8c6feda6e154_18,Yes,moderate,0
065f21fd5b931408_38,No,,
f8c1e82de8146df9_54,Yes,moderate,0
1c37f5bb0d3f7f55_13,No,,
0520e7a005126ee7_13,No,,
17013b5e479feb63_9,Yes,moderate,0
1c37f5bb0d3f7f55_25,Yes,slightly_liberal,-1
17013b5e479feb63_23,Yes,slightly_liberal,-1
1c37f5bb0d3f7f55_21,No,,
0520e7a005126ee7_25,No,,
f8c1e82de8146df9_75,Yes,moderate,0
065f21fd5b931408_23,Yes,moderate,0
f8c1e82de8146df9_64,Yes,strongly_liberal,-1
1c37f5bb0d3f7f55_23,No,,
17013b5e479feb63_21,Yes,moderately_liberal,-1
f8c1e82de8146df9_3,Yes,moderate,0
1c37f5bb0d3f7f55_30,No,,
065f21fd5b931408_55,Yes,slightly_liberal,-1
17013b5e479feb63_14,Yes,slightly_liberal,-1
065f21fd5b931408_9,No,,
0520e7a005126ee7_0,No,,
f8c1e82de8146df9_38,Yes,strongly_liberal,-1
0520e7a005126ee7_8,Yes,moderate,0
1c37f5bb0d3f7f55_8,No,,
065f21fd5b931408_20,Yes,moderate,0
17013b5e479feb63_16,Yes,moderately_liberal,-1
0520e7a005126ee7_11,No,,
f8c1e82de8146df9_28,Yes,slightly_liberal,-1
065f21fd5b931408_27,No,,
17013b5e479feb63_4,No,,
1c37f5bb0d3f7f55_15,No,,
17013b5e479feb63_25,Yes,moderate,0
0520e7a005126ee7_7,No,,
b86b0ec3d265e4e5_21,No,,
6adc2f9b89aadaaa_28,No,,
f8c1e82de8146df9_18,Yes,moderate,0
fd67442f7013297b_12,No,,
ad0580a6634c48fb_12,No,,
b86b0ec3d265e4e5_32,No,,
fd67442f7013297b_27,No,,
6adc2f9b89aadaaa_32,No,,
f8c1e82de8146df9_34,Yes,moderate,0
ad0580a6634c48fb_39,No,,
065f21fd5b931408_15,Yes,moderate,0
b86b0ec3d265e4e5_1,No,,
ad0580a6634c48fb_44,Yes,slightly_liberal,-1
6adc2f9b89aadaaa_22,No,,
fd67442f7013297b_8,No,,
6adc2f9b89aadaaa_27,No,,
b86b0ec3d265e4e5_4,No,,
b86b0ec3d265e4e5_23,No,,
6adc2f9b89aadaaa_36,No,,
fd67442f7013297b_1,No,,
ad0580a6634c48fb_35,No,,
fd67442f7013297b_24,No,,
b86b0ec3d265e4e5_35,No,,
6adc2f9b89aadaaa_40,No,,
ad0580a6634c48fb_45,Yes,moderate,0
fd67442f7013297b_4,No,,
b86b0ec3d265e4e5_12,No,,
ad0580a6634c48fb_20,Yes,moderate,0
6adc2f9b89aadaaa_6,No,,
ad0580a6634c48fb_11,No,,
fd67442f7013297b_25,No,,
b86b0ec3d265e4e5_46,No,,
6adc2f9b89aadaaa_13,No,,
fd67442f7013297b_14,No,,
b86b0ec3d265e4e5_10,No,,
6adc2f9b89aadaaa_48,No,,
ad0580a6634c48fb_16,Yes,strongly_liberal,-1
ad0580a6634c48fb_38,No,,
fd67442f7013297b_15,No,,
6adc2f9b89aadaaa_42,No,,
b86b0ec3d265e4e5_19,No,,
fd67442f7013297b_23,No,,
69d7d869c3bd49e1_34,No,,
21dd6e2fe75d547d_42,No,,
4de7e78d2beab18d_1,No,,
ad0580a6634c48fb_14,Yes,strongly_liberal,-1
69d7d869c3bd49e1_9,No,,
4ae1cd5fa0079e84_57,No,,
4de7e78d2beab18d_2,No,,
21dd6e2fe75d547d_71,No,,
48b87dfe9f4f8cc3_49,Yes,moderate,0
4ae1cd5fa0079e84_19,Yes,moderate,0
4de7e78d2beab18d_24,No,,
48b87dfe9f4f8cc3_36,Yes,moderate,0
48b87dfe9f4f8cc3_5,No,,
21dd6e2fe75d547d_22,No,,
4de7e78d2beab18d_8,No,,
48b87dfe9f4f8cc3_4,Yes,moderate,0
69d7d869c3bd49e1_36,Yes,moderate,0
4ae1cd5fa0079e84_55,Yes,moderate,0
69d7d869c3bd49e1_31,No,,
21dd6e2fe75d547d_41,Yes,moderate,0
4ae1cd5fa0079e84_78,No,,
69d7d869c3bd49e1_14,Yes,moderately_liberal,-1
4ae1cd5fa0079e84_34,Yes,moderately_liberal,-1
4de7e78d2beab18d_3,No,,
69d7d869c3bd49e1_41,No,,
48b87dfe9f4f8cc3_68,Yes,moderate,0
21dd6e2fe75d547d_16,No,,
4de7e78d2beab18d_0,No,,
21dd6e2fe75d547d_35,Yes,strongly_liberal,-1
69d7d869c3bd49e1_11,No,,
4de7e78d2beab18d_39,No,,
48b87dfe9f4f8cc3_50,Yes,moderate,0
69d7d869c3bd49e1_63,No,,
4ae1cd5fa0079e84_60,Yes,strongly_liberal,-1
21dd6e2fe75d547d_25,No,,
48b87dfe9f4f8cc3_32,Yes,slightly_conservative,1
6f27909e67fdd9da_41,No,,
4de7e78d2beab18d_31,No,,
4ae1cd5fa0079e84_32,Yes,strongly_liberal,-1
21dd6e2fe75d547d_52,Yes,moderate,0
d8531cbfc3863fd9_24,No,,
261b37bd74ffea7d_42,No,,
48b87dfe9f4f8cc3_27,Yes,moderately_liberal,-1
4ae1cd5fa0079e84_33,Yes,slightly_liberal,-1
261b37bd74ffea7d_72,No,,
d8531cbfc3863fd9_40,No,,
378a2b50789ac350_0,No,,
d8531cbfc3863fd9_65,No,,
261b37bd74ffea7d_37,No,,
53f7d7e46901c78a_27,Yes,moderate,0
378a2b50789ac350_15,Yes,slightly_liberal,-1
6f27909e67fdd9da_7,Yes,moderate,0
261b37bd74ffea7d_73,No,,
53f7d7e46901c78a_21,Yes,moderate,0
6f27909e67fdd9da_63,Yes,slightly_liberal,-1
378a2b50789ac350_10,Yes,moderate,0
378a2b50789ac350_1,No,,
d8531cbfc3863fd9_5,No,,
53f7d7e46901c78a_51,Yes,moderate,0
6f27909e67fdd9da_48,Yes,moderate,0
d8531cbfc3863fd9_53,Yes,moderately_liberal,-1
53f7d7e46901c78a_42,Yes,moderate,0
6f27909e67fdd9da_13,No,,
261b37bd74ffea7d_38,No,,
6f27909e67fdd9da_27,Yes,moderately_liberal,-1
d8531cbfc3863fd9_50,No,,
6f27909e67fdd9da_53,No,,
378a2b50789ac350_9,Yes,strongly_liberal,-1
261b37bd74ffea7d_25,Yes,moderate,0
261b37bd74ffea7d_63,No,,
53f7d7e46901c78a_13,Yes,moderate,0
d8531cbfc3863fd9_52,No,,
378a2b50789ac350_54,Yes,slightly_liberal,-1
d8531cbfc3863fd9_29,No,,
53f7d7e46901c78a_70,Yes,moderate,0
7e1c34e4c7e606a9_56,No,,
9494150f668ebb14_53,No,,
378a2b50789ac350_46,Yes,moderate,0
53f7d7e46901c78a_23,Yes,moderate,0
261b37bd74ffea7d_67,Yes,slightly_liberal,-1
6f27909e67fdd9da_30,Yes,slightly_liberal,-1
52f5586c55fac408_17,No,,
7e1c34e4c7e606a9_51,No,,
378a2b50789ac350_41,Yes,moderate,0
53f7d7e46901c78a_52,Yes,slightly_liberal,-1
82cfd81bcd71ff96_71,Yes,moderately_conservative,1
9494150f668ebb14_7,No,,
7e1c34e4c7e606a9_55,No,,
9494150f668ebb14_29,No,,
71d08c81c5041f95_54,Yes,slightly_conservative,1
71d08c81c5041f95_28,No,,
52f5586c55fac408_0,No,,
7e1c34e4c7e606a9_40,No,,
82cfd81bcd71ff96_58,Yes,moderate,0
52f5586c55fac408_10,Yes,moderate,0
71d08c81c5041f95_4,Yes,moderate,0
82cfd81bcd71ff96_32,Yes,moderate,0
52f5586c55fac408_5,No,,
7e1c34e4c7e606a9_60,No,,
9494150f668ebb14_39,No,,
52f5586c55fac408_24,No,,
9494150f668ebb14_18,Yes,moderate,0
82cfd81bcd71ff96_2,Yes,moderate,0
7e1c34e4c7e606a9_27,No,,
71d08c81c5041f95_73,Yes,moderate,0
9494150f668ebb14_23,No,,
52f5586c55fac408_48,No,,
7e1c34e4c7e606a9_22,No,,
82cfd81bcd71ff96_23,Yes,moderate,0
71d08c81c5041f95_43,Yes,moderately_liberal,-1
9494150f668ebb14_62,No,,
71d08c81c5041f95_40,No,,
7e1c34e4c7e606a9_17,No,,
52f5586c55fac408_40,No,,
71d08c81c5041f95_62,Yes,moderate,0
9494150f668ebb14_4,No,,
14dc609c360e2d3e_57,No,,
82cfd81bcd71ff96_10,Yes,slightly_liberal,-1
82cfd81bcd71ff96_65,Yes,moderate,0
b3ea7228da7bef02_14,No,,
535486cbfd0616f0_42,No,,
82cfd81bcd71ff96_11,Yes,moderate,0
71d08c81c5041f95_8,Yes,moderate,0
52f5586c55fac408_60,Yes,slightly_liberal,-1
535486cbfd0616f0_41,No,,
535486cbfd0616f0_37,Yes,moderate,0
14dc609c360e2d3e_7,No,,
14dc609c360e2d3e_63,Yes,moderate,0
dc0c1f02e8536d1d_20,Yes,moderate,0
14dc609c360e2d3e_33,No,,
dc0c1f02e8536d1d_34,No,,
535486cbfd0616f0_29,No,,
b3ea7228da7bef02_32,Yes,moderate,0
b3ea7228da7bef02_54,No,,
dc0c1f02e8536d1d_27,No,,
535486cbfd0616f0_64,No,,
b3ea7228da7bef02_50,Yes,strongly_liberal,-1
dc0c1f02e8536d1d_1,No,,
535486cbfd0616f0_59,No,,
b3ea7228da7bef02_12,No,,
dc0c1f02e8536d1d_29,Yes,slightly_liberal,-1
535486cbfd0616f0_33,No,,
14dc609c360e2d3e_70,Yes,moderate,0
dc0c1f02e8536d1d_50,No,,
b3ea7228da7bef02_55,No,,
b3ea7228da7bef02_53,Yes,moderate,0
14dc609c360e2d3e_36,Yes,moderate,0
b3ea7228da7bef02_40,No,,
14dc609c360e2d3e_54,Yes,slightly_liberal,-1
14dc609c360e2d3e_44,No,,
dc0c1f02e8536d1d_21,Yes,moderate,0
b3ea7228da7bef02_9,No,,
535486cbfd0616f0_70,No,,
14dc609c360e2d3e_71,No,,
b3ea7228da7bef02_58,No,,
535486cbfd0616f0_52,Yes,slightly_liberal,-1
dc0c1f02e8536d1d_13,Yes,slightly_liberal,-1
14dc609c360e2d3e_62,Yes,slightly_liberal,-1
56170480e18317aa_59,No,,
9e9fc257302d8130_24,No,,
dc0c1f02e8536d1d_54,Yes,moderate,0
535486cbfd0616f0_53,Yes,slightly_liberal,-1
d9a184c1a3168d68_37,No,,
9e9fc257302d8130_33,No,,
56170480e18317aa_52,No,,
dc0c1f02e8536d1d_24,No,,
5c2aef7e9832d2c5_23,No,,
b9e2d148a25e8320_27,Yes,moderate,0
9e9fc257302d8130_17,No,,
5c2aef7e9832d2c5_41,No,,
5c2aef7e9832d2c5_16,Yes,moderate,0
d9a184c1a3168d68_47,No,,
b9e2d148a25e8320_13,No,,
9e9fc257302d8130_49,No,,
b9e2d148a25e8320_6,No,,
d9a184c1a3168d68_33,Yes,moderate,0
5c2aef7e9832d2c5_36,No,,
b9e2d148a25e8320_43,Yes,moderately_liberal,-1
d9a184c1a3168d68_46,No,,
56170480e18317aa_39,Yes,moderately_liberal,-1
56170480e18317aa_27,No,,
9e9fc257302d8130_15,No,,
56170480e18317aa_12,Yes,moderate,0
d9a184c1a3168d68_5,No,,
56170480e18317aa_31,No,,
5c2aef7e9832d2c5_50,No,,
56170480e18317aa_68,No,,
b9e2d148a25e8320_45,No,,
9e9fc257302d8130_50,No,,
b9e2d148a25e8320_1,Yes,moderate,0
5c2aef7e9832d2c5_10,Yes,moderate,0
5c2aef7e9832d2c5_53,No,,
d9a184c1a3168d68_17,No,,
9e9fc257302d8130_1,Yes,moderate,0
b9e2d148a25e8320_22,Yes,moderate,0
9e9fc257302d8130_9,No,,
d9a184c1a3168d68_38,Yes,slightly_conservative,1
d9a184c1a3168d68_62,No,,
5c2aef7e9832d2c5_0,No,,
fc4705889c327124_70,No,,
56170480e18317aa_50,Yes,slightly_liberal,-1
f07421fb8f249b46_50,No,,
fc4705889c327124_45,No,,
53d3e887f26aff62_1,No,,
b9e2d148a25e8320_44,Yes,moderately_liberal,-1
53d3e887f26aff62_42,Yes,strongly_liberal,-1
fc4705889c327124_0,No,,
28313f1e3f95b9ef_10,Yes,slightly_liberal,-1
4904d6cf557d58fe_58,Yes,moderate,0
53d3e887f26aff62_39,No,,
28313f1e3f95b9ef_59,No,,
f07421fb8f249b46_1,No,,
fc4705889c327124_38,No,,
28313f1e3f95b9ef_21,Yes,moderate,0
4904d6cf557d58fe_57,Yes,moderate,0
f07421fb8f249b46_28,Yes,moderate,0
53d3e887f26aff62_22,No,,
28313f1e3f95b9ef_70,No,,
f07421fb8f249b46_16,No,,
fc4705889c327124_72,No,,
53d3e887f26aff62_33,No,,
4904d6cf557d58fe_12,Yes,moderate,0
fc4705889c327124_54,No,,
53d3e887f26aff62_20,No,,
f07421fb8f249b46_13,No,,
4904d6cf557d58fe_51,Yes,moderate,0
28313f1e3f95b9ef_61,No,,
f07421fb8f249b46_39,No,,
28313f1e3f95b9ef_45,No,,
4904d6cf557d58fe_66,Yes,moderate,0
fc4705889c327124_16,No,,
28313f1e3f95b9ef_48,Yes,slightly_liberal,-1
f07421fb8f249b46_64,No,,
fc4705889c327124_5,No,,
53d3e887f26aff62_48,Yes,moderately_liberal,-1
f07421fb8f249b46_37,No,,
4904d6cf557d58fe_3,Yes,slightly_liberal,-1
fe9f8db80d4666ac_54,No,,
b5df52015a7c104a_34,No,,
0e089ac8530ff3ce_11,No,,
fe9f8db80d4666ac_31,No,,
28313f1e3f95b9ef_46,Yes,moderately_conservative,1
4904d6cf557d58fe_48,Yes,slightly_liberal,-1
cdac0591b92a47c1_65,No,,
53d3e887f26aff62_16,Yes,moderate,0
0e089ac8530ff3ce_53,Yes,moderate,0
cdac0591b92a47c1_15,Yes,moderately_liberal,-1
fe9f8db80d4666ac_5,No,,
b5df52015a7c104a_28,No,,
b5df52015a7c104a_32,No,,
0e089ac8530ff3ce_29,No,,
0e089ac8530ff3ce_6,No,,
0e089ac8530ff3ce_35,Yes,moderate,0
fe9f8db80d4666ac_28,No,,
b5df52015a7c104a_5,No,,
4904d6cf557d58fe_13,Yes,moderate,0
cdac0591b92a47c1_19,Yes,moderate,0
fe9f8db80d4666ac_70,No,,
0e089ac8530ff3ce_9,No,,
b5df52015a7c104a_0,No,,
0e089ac8530ff3ce_34,No,,
fe9f8db80d4666ac_38,Yes,moderate,0
b5df52015a7c104a_29,Yes,slightly_liberal,-1
cdac0591b92a47c1_74,Yes,moderately_liberal,-1
fe9f8db80d4666ac_15,No,,
fe9f8db80d4666ac_67,No,,
0e089ac8530ff3ce_4,No,,
b5df52015a7c104a_31,No,,
cdac0591b92a47c1_54,Yes,moderately_liberal,-1
b5df52015a7c104a_6,No,,
cdac0591b92a47c1_33,Yes,moderate,0
fe9f8db80d4666ac_63,No,,
cdac0591b92a47c1_28,Yes,strongly_liberal,-1
0e089ac8530ff3ce_24,No,,
fe9f8db80d4666ac_61,No,,
b5df52015a7c104a_18,No,,
cdac0591b92a47c1_18,Yes,slightly_liberal,-1
b5df52015a7c104a_7,No,,
65de2a75c241bc50_54,No,,
cdac0591b92a47c1_66,Yes,moderate,0
0e089ac8530ff3ce_52,Yes,moderately_liberal,-1
cdac0591b92a47c1_2,Yes,slightly_liberal,-1
aca295b4365db50f_50,Yes,moderate,0
65de2a75c241bc50_9,No,,
37df0c13e83cd5b9_28,Yes,moderate,0
00aa0d48c95648ad_24,Yes,strongly_liberal,-1
00aa0d48c95648ad_71,No,,
00aa0d48c95648ad_14,Yes,moderately_conservative,1
e410f97dc4eac4e0_39,Yes,moderate,0
aca295b4365db50f_8,Yes,moderate,0
37df0c13e83cd5b9_47,Yes,moderate,0
65de2a75c241bc50_42,No,,
e410f97dc4eac4e0_3,No,,
e410f97dc4eac4e0_27,Yes,slightly_liberal,-1
65de2a75c241bc50_38,No,,
e410f97dc4eac4e0_53,No,,
37df0c13e83cd5b9_19,Yes,moderate,0
aca295b4365db50f_0,Yes,moderate,0
aca295b4365db50f_34,Yes,moderate,0
65de2a75c241bc50_35,No,,
37df0c13e83cd5b9_7,Yes,moderate,0
00aa0d48c95648ad_38,Yes,moderate,0
aca295b4365db50f_22,Yes,slightly_liberal,-1
65de2a75c241bc50_61,No,,
00aa0d48c95648ad_48,Yes,moderate,0
37df0c13e83cd5b9_3,Yes,moderate,0
e410f97dc4eac4e0_58,Yes,moderate,0
aca295b4365db50f_61,Yes,moderate,0
00aa0d48c95648ad_57,Yes,slightly_liberal,-1
65de2a75c241bc50_49,No,,
e410f97dc4eac4e0_36,No,,
37df0c13e83cd5b9_30,Yes,moderate,0
e410f97dc4eac4e0_55,Yes,slightly_liberal,-1
00aa0d48c95648ad_56,Yes,moderate,0
65de2a75c241bc50_1,No,,
e410f97dc4eac4e0_37,No,,
37df0c13e83cd5b9_67,Yes,moderate,0
0ed0a9101ed01c8c_17,No,,
d30e48f4faecb9f3_14,No,,
07cd735644bec293_58,No,,
00aa0d48c95648ad_23,Yes,strongly_liberal,-1
d30e48f4faecb9f3_20,No,,
07cd735644bec293_65,No,,
37df0c13e83cd5b9_34,Yes,moderate,0
d30e48f4faecb9f3_10,No,,
0ed0a9101ed01c8c_46,No,,
05e705f7a4411878_64,Yes,slightly_liberal,-1
aca295b4365db50f_39,Yes,moderate,0
aca295b4365db50f_62,Yes,strongly_liberal,-1
0ed0a9101ed01c8c_54,No,,
